,Play,ActSceneLine,Player
52962,Loves Labours Lost,1.1.164,FERDINAND
52963,Loves Labours Lost,1.1.165,FERDINAND
52964,Loves Labours Lost,1.1.166,FERDINAND
52965,Loves Labours Lost,1.1.167,FERDINAND
52966,Loves Labours Lost,1.1.168,FERDINAND
52967,Loves Labours Lost,1.1.169,FERDINAND
52968,Loves Labours Lost,1.1.170,FERDINAND
52969,Loves Labours Lost,1.1.171,FERDINAND
52970,Loves Labours Lost,1.1.172,FERDINAND
52971,Loves Labours Lost,1.1.173,FERDINAND
52972,Loves Labours Lost,1.1.174,FERDINAND
52973,Loves Labours Lost,1.1.175,FERDINAND
52974,Loves Labours Lost,1.1.176,FERDINAND
52975,Loves Labours Lost,1.1.177,BIRON
52976,Loves Labours Lost,1.1.178,BIRON
52977,Loves Labours Lost,1.1.179,LONGAVILLE
52978,Loves Labours Lost,1.1.180,LONGAVILLE
52980,Loves Labours Lost,1.1.181,DULL
52981,Loves Labours Lost,1.1.182,BIRON
52982,Loves Labours Lost,1.1.183,DULL
52983,Loves Labours Lost,1.1.184,DULL
52984,Loves Labours Lost,1.1.185,DULL
52985,Loves Labours Lost,1.1.186,BIRON
52986,Loves Labours Lost,1.1.187,DULL
52987,Loves Labours Lost,1.1.188,DULL
52988,Loves Labours Lost,1.1.189,COSTARD
52989,Loves Labours Lost,1.1.190,FERDINAND
52990,Loves Labours Lost,1.1.191,BIRON
52991,Loves Labours Lost,1.1.192,LONGAVILLE
52992,Loves Labours Lost,1.1.193,BIRON
52993,Loves Labours Lost,1.1.194,LONGAVILLE
52994,Loves Labours Lost,1.1.195,LONGAVILLE
52995,Loves Labours Lost,1.1.196,BIRON
52996,Loves Labours Lost,1.1.197,BIRON
52997,Loves Labours Lost,1.1.198,COSTARD
52998,Loves Labours Lost,1.1.199,COSTARD
52999,Loves Labours Lost,1.1.200,BIRON
53000,Loves Labours Lost,1.1.201,COSTARD
53001,Loves Labours Lost,1.1.202,COSTARD
53002,Loves Labours Lost,1.1.203,COSTARD
53003,Loves Labours Lost,1.1.204,COSTARD
53004,Loves Labours Lost,1.1.205,COSTARD
53005,Loves Labours Lost,1.1.206,COSTARD
53006,Loves Labours Lost,1.1.207,COSTARD
53007,Loves Labours Lost,1.1.208,BIRON
53008,Loves Labours Lost,1.1.209,COSTARD
53009,Loves Labours Lost,1.1.210,COSTARD
53010,Loves Labours Lost,1.1.211,FERDINAND
53011,Loves Labours Lost,1.1.212,BIRON
53012,Loves Labours Lost,1.1.213,COSTARD
53013,Loves Labours Lost,1.1.214,FERDINAND
53014,Loves Labours Lost,1.1.215,FERDINAND
53015,Loves Labours Lost,1.1.216,FERDINAND
53016,Loves Labours Lost,1.1.217,COSTARD
53017,Loves Labours Lost,1.1.218,FERDINAND
53018,Loves Labours Lost,1.1.219,COSTARD
53019,Loves Labours Lost,1.1.220,COSTARD
53020,Loves Labours Lost,1.1.221,FERDINAND
53021,Loves Labours Lost,1.1.222,COSTARD
53022,Loves Labours Lost,1.1.223,FERDINAND
53023,Loves Labours Lost,1.1.224,COSTARD
53024,Loves Labours Lost,1.1.225,FERDINAND
53025,Loves Labours Lost,1.1.226,FERDINAND
53026,Loves Labours Lost,1.1.227,FERDINAND
53027,Loves Labours Lost,1.1.228,FERDINAND
53028,Loves Labours Lost,1.1.229,FERDINAND
53029,Loves Labours Lost,1.1.230,FERDINAND
53030,Loves Labours Lost,1.1.231,FERDINAND
53031,Loves Labours Lost,1.1.232,FERDINAND
53032,Loves Labours Lost,1.1.233,FERDINAND
53033,Loves Labours Lost,1.1.234,FERDINAND
53034,Loves Labours Lost,1.1.235,FERDINAND
53035,Loves Labours Lost,1.1.236,FERDINAND
53036,Loves Labours Lost,1.1.237,FERDINAND
53037,Loves Labours Lost,1.1.238,FERDINAND
53038,Loves Labours Lost,1.1.239,FERDINAND
53039,Loves Labours Lost,1.1.240,FERDINAND
53040,Loves Labours Lost,1.1.241,FERDINAND
53041,Loves Labours Lost,1.1.242,COSTARD
53042,Loves Labours Lost,1.1.243,FERDINAND
53043,Loves Labours Lost,1.1.244,COSTARD
53044,Loves Labours Lost,1.1.245,FERDINAND
53045,Loves Labours Lost,1.1.246,COSTARD
53046,Loves Labours Lost,1.1.247,FERDINAND
53047,Loves Labours Lost,1.1.248,COSTARD
53048,Loves Labours Lost,1.1.249,FERDINAND
53049,Loves Labours Lost,1.1.250,FERDINAND
53050,Loves Labours Lost,1.1.251,FERDINAND
53051,Loves Labours Lost,1.1.252,FERDINAND
53052,Loves Labours Lost,1.1.253,COSTARD
53053,Loves Labours Lost,1.1.254,FERDINAND
53054,Loves Labours Lost,1.1.255,FERDINAND
53055,Loves Labours Lost,1.1.256,FERDINAND
53056,Loves Labours Lost,1.1.257,FERDINAND
53057,Loves Labours Lost,1.1.258,FERDINAND
53058,Loves Labours Lost,1.1.259,FERDINAND
53059,Loves Labours Lost,1.1.260,FERDINAND
53060,Loves Labours Lost,1.1.261,DULL
53061,Loves Labours Lost,1.1.262,FERDINAND
53062,Loves Labours Lost,1.1.263,FERDINAND
53063,Loves Labours Lost,1.1.264,FERDINAND
53064,Loves Labours Lost,1.1.265,FERDINAND
53065,Loves Labours Lost,1.1.266,FERDINAND
53066,Loves Labours Lost,1.1.267,FERDINAND
53067,Loves Labours Lost,1.1.268,FERDINAND
53068,Loves Labours Lost,1.1.269,BIRON
53069,Loves Labours Lost,1.1.270,BIRON
53070,Loves Labours Lost,1.1.271,FERDINAND
53071,Loves Labours Lost,1.1.272,FERDINAND
53072,Loves Labours Lost,1.1.273,COSTARD
53073,Loves Labours Lost,1.1.274,FERDINAND
53074,Loves Labours Lost,1.1.275,COSTARD
53075,Loves Labours Lost,1.1.276,COSTARD
53076,Loves Labours Lost,1.1.277,FERDINAND
53077,Loves Labours Lost,1.1.278,FERDINAND
53078,Loves Labours Lost,1.1.279,COSTARD
53079,Loves Labours Lost,1.1.280,FERDINAND
53080,Loves Labours Lost,1.1.281,COSTARD
53081,Loves Labours Lost,1.1.282,FERDINAND
53082,Loves Labours Lost,1.1.283,COSTARD
53083,Loves Labours Lost,1.1.284,FERDINAND
53084,Loves Labours Lost,1.1.285,COSTARD
53085,Loves Labours Lost,1.1.286,FERDINAND
53086,Loves Labours Lost,1.1.287,FERDINAND
53087,Loves Labours Lost,1.1.288,COSTARD
53088,Loves Labours Lost,1.1.289,FERDINAND
53089,Loves Labours Lost,1.1.290,FERDINAND
53090,Loves Labours Lost,1.1.291,FERDINAND
53091,Loves Labours Lost,1.1.292,FERDINAND
53093,Loves Labours Lost,1.1.293,BIRON
53094,Loves Labours Lost,1.1.294,BIRON
53095,Loves Labours Lost,1.1.295,BIRON
53096,Loves Labours Lost,1.1.296,COSTARD
53097,Loves Labours Lost,1.1.297,COSTARD
53098,Loves Labours Lost,1.1.298,COSTARD
53099,Loves Labours Lost,1.1.299,COSTARD
53100,Loves Labours Lost,1.1.300,COSTARD
53102,Loves Labours Lost,1.1.301,COSTARD
53105,Loves Labours Lost,1.2.1,COSTARD
53106,Loves Labours Lost,1.2.2,ADRIANO DE ARMADO
53107,Loves Labours Lost,1.2.3,ADRIANO DE ARMADO
53108,Loves Labours Lost,1.2.4,MOTH
53109,Loves Labours Lost,1.2.5,MOTH
53110,Loves Labours Lost,1.2.6,ADRIANO DE ARMADO
53111,Loves Labours Lost,1.2.7,MOTH
53112,Loves Labours Lost,1.2.8,MOTH
53113,Loves Labours Lost,1.2.9,ADRIANO DE ARMADO
53114,Loves Labours Lost,1.2.10,ADRIANO DE ARMADO
53115,Loves Labours Lost,1.2.11,MOTH
53116,Loves Labours Lost,1.2.12,MOTH
53117,Loves Labours Lost,1.2.13,ADRIANO DE ARMADO
53118,Loves Labours Lost,1.2.14,MOTH
53119,Loves Labours Lost,1.2.15,MOTH
53120,Loves Labours Lost,1.2.16,ADRIANO DE ARMADO
53121,Loves Labours Lost,1.2.17,ADRIANO DE ARMADO
53122,Loves Labours Lost,1.2.18,ADRIANO DE ARMADO
53123,Loves Labours Lost,1.2.19,MOTH
53124,Loves Labours Lost,1.2.20,MOTH
53125,Loves Labours Lost,1.2.21,MOTH
53126,Loves Labours Lost,1.2.22,ARMADO
53127,Loves Labours Lost,1.2.23,MOTH
53128,Loves Labours Lost,1.2.24,MOTH
53129,Loves Labours Lost,1.2.25,MOTH
53130,Loves Labours Lost,1.2.26,ADRIANO DE ARMADO
53131,Loves Labours Lost,1.2.27,MOTH
53132,Loves Labours Lost,1.2.28,MOTH
53133,Loves Labours Lost,1.2.29,ADRIANO DE ARMADO
53134,Loves Labours Lost,1.2.30,MOTH
53135,Loves Labours Lost,1.2.31,MOTH
53136,Loves Labours Lost,1.2.32,ADRIANO DE ARMADO
53137,Loves Labours Lost,1.2.33,MOTH
53138,Loves Labours Lost,1.2.34,MOTH
53139,Loves Labours Lost,1.2.35,ADRIANO DE ARMADO
53140,Loves Labours Lost,1.2.36,MOTH
53141,Loves Labours Lost,1.2.37,MOTH
53142,Loves Labours Lost,1.2.38,ADRIANO DE ARMADO
53143,Loves Labours Lost,1.2.39,MOTH
53144,Loves Labours Lost,1.2.40,MOTH
53145,Loves Labours Lost,1.2.41,ADRIANO DE ARMADO
53146,Loves Labours Lost,1.2.42,MOTH
53147,Loves Labours Lost,1.2.43,MOTH
53148,Loves Labours Lost,1.2.44,ADRIANO DE ARMADO
53149,Loves Labours Lost,1.2.45,MOTH
53150,Loves Labours Lost,1.2.46,MOTH
53151,Loves Labours Lost,1.2.47,ADRIANO DE ARMADO
53152,Loves Labours Lost,1.2.48,MOTH
53153,Loves Labours Lost,1.2.49,MOTH
53154,Loves Labours Lost,1.2.50,ADRIANO DE ARMADO
53155,Loves Labours Lost,1.2.51,MOTH
53156,Loves Labours Lost,1.2.52,MOTH
53157,Loves Labours Lost,1.2.53,ADRIANO DE ARMADO
53158,Loves Labours Lost,1.2.54,ADRIANO DE ARMADO
53159,Loves Labours Lost,1.2.55,MOTH
53160,Loves Labours Lost,1.2.56,MOTH
53161,Loves Labours Lost,1.2.57,MOTH
53162,Loves Labours Lost,1.2.58,ADRIANO DE ARMADO
53163,Loves Labours Lost,1.2.59,MOTH
53164,Loves Labours Lost,1.2.60,MOTH
53165,Loves Labours Lost,1.2.61,ADRIANO DE ARMADO
53166,Loves Labours Lost,1.2.62,MOTH
53167,Loves Labours Lost,1.2.63,MOTH
53168,Loves Labours Lost,1.2.64,MOTH
53169,Loves Labours Lost,1.2.65,MOTH
53170,Loves Labours Lost,1.2.66,MOTH
53171,Loves Labours Lost,1.2.67,MOTH
53172,Loves Labours Lost,1.2.68,ADRIANO DE ARMADO
53173,Loves Labours Lost,1.2.69,MOTH
53174,Loves Labours Lost,1.2.70,MOTH
53175,Loves Labours Lost,1.2.71,ADRIANO DE ARMADO
53176,Loves Labours Lost,1.2.72,ADRIANO DE ARMADO
53177,Loves Labours Lost,1.2.73,ADRIANO DE ARMADO
53178,Loves Labours Lost,1.2.74,ADRIANO DE ARMADO
53179,Loves Labours Lost,1.2.75,ADRIANO DE ARMADO
53180,Loves Labours Lost,1.2.76,ADRIANO DE ARMADO
53181,Loves Labours Lost,1.2.77,ADRIANO DE ARMADO
53182,Loves Labours Lost,1.2.78,ADRIANO DE ARMADO
53183,Loves Labours Lost,1.2.79,ADRIANO DE ARMADO
53184,Loves Labours Lost,1.2.80,MOTH
53185,Loves Labours Lost,1.2.81,MOTH
53186,Loves Labours Lost,1.2.82,ADRIANO DE ARMADO
53187,Loves Labours Lost,1.2.83,ADRIANO DE ARMADO
53188,Loves Labours Lost,1.2.84,ADRIANO DE ARMADO
53189,Loves Labours Lost,1.2.85,MOTH
53190,Loves Labours Lost,1.2.86,MOTH
53191,Loves Labours Lost,1.2.87,MOTH
53192,Loves Labours Lost,1.2.88,MOTH
53193,Loves Labours Lost,1.2.89,ADRIANO DE ARMADO
53194,Loves Labours Lost,1.2.90,ADRIANO DE ARMADO
53195,Loves Labours Lost,1.2.91,ADRIANO DE ARMADO
53196,Loves Labours Lost,1.2.92,ADRIANO DE ARMADO
53197,Loves Labours Lost,1.2.93,MOTH
53198,Loves Labours Lost,1.2.94,MOTH
53199,Loves Labours Lost,1.2.95,ADRIANO DE ARMADO
53200,Loves Labours Lost,1.2.96,MOTH
53201,Loves Labours Lost,1.2.97,MOTH
53202,Loves Labours Lost,1.2.98,ADRIANO DE ARMADO
53203,Loves Labours Lost,1.2.99,MOTH
53204,Loves Labours Lost,1.2.100,MOTH
53205,Loves Labours Lost,1.2.101,ADRIANO DE ARMADO
53206,Loves Labours Lost,1.2.102,MOTH
53207,Loves Labours Lost,1.2.103,MOTH
53208,Loves Labours Lost,1.2.104,ADRIANO DE ARMADO
53209,Loves Labours Lost,1.2.105,ADRIANO DE ARMADO
53210,Loves Labours Lost,1.2.106,ADRIANO DE ARMADO
53211,Loves Labours Lost,1.2.107,MOTH
53212,Loves Labours Lost,1.2.108,MOTH
53213,Loves Labours Lost,1.2.109,ADRIANO DE ARMADO
53214,Loves Labours Lost,1.2.110,MOTH
53215,Loves Labours Lost,1.2.111,MOTH
53216,Loves Labours Lost,1.2.112,MOTH
53217,Loves Labours Lost,1.2.113,ADRIANO DE ARMADO
53218,Loves Labours Lost,1.2.114,MOTH
53219,Loves Labours Lost,1.2.115,MOTH
53220,Loves Labours Lost,1.2.116,ADRIANO DE ARMADO
53221,Loves Labours Lost,1.2.117,ADRIANO DE ARMADO
53222,Loves Labours Lost,1.2.118,MOTH
53223,Loves Labours Lost,1.2.119,MOTH
53224,Loves Labours Lost,1.2.120,MOTH
53225,Loves Labours Lost,1.2.121,MOTH
53226,Loves Labours Lost,1.2.122,MOTH
53227,Loves Labours Lost,1.2.123,MOTH
53228,Loves Labours Lost,1.2.124,MOTH
53229,Loves Labours Lost,1.2.125,MOTH
53230,Loves Labours Lost,1.2.126,MOTH
53231,Loves Labours Lost,1.2.127,MOTH
53232,Loves Labours Lost,1.2.128,MOTH
53233,Loves Labours Lost,1.2.129,ADRIANO DE ARMADO
53234,Loves Labours Lost,1.2.130,MOTH
53235,Loves Labours Lost,1.2.131,MOTH
53236,Loves Labours Lost,1.2.132,MOTH
53237,Loves Labours Lost,1.2.133,MOTH
53238,Loves Labours Lost,1.2.134,MOTH
53239,Loves Labours Lost,1.2.135,ADRIANO DE ARMADO
53240,Loves Labours Lost,1.2.136,ADRIANO DE ARMADO
53241,Loves Labours Lost,1.2.137,ADRIANO DE ARMADO
53242,Loves Labours Lost,1.2.138,ADRIANO DE ARMADO
53243,Loves Labours Lost,1.2.139,MOTH
53244,Loves Labours Lost,1.2.140,MOTH
53245,Loves Labours Lost,1.2.141,MOTH
53246,Loves Labours Lost,1.2.142,ADRIANO DE ARMADO
53247,Loves Labours Lost,1.2.143,MOTH
53248,Loves Labours Lost,1.2.144,MOTH
53249,Loves Labours Lost,1.2.145,ADRIANO DE ARMADO
53250,Loves Labours Lost,1.2.146,MOTH
53252,Loves Labours Lost,1.2.147,DULL
53253,Loves Labours Lost,1.2.148,DULL
53254,Loves Labours Lost,1.2.149,DULL
53255,Loves Labours Lost,1.2.150,DULL
53256,Loves Labours Lost,1.2.151,DULL
53257,Loves Labours Lost,1.2.152,DULL
53258,Loves Labours Lost,1.2.153,ADRIANO DE ARMADO
53259,Loves Labours Lost,1.2.154,JAQUENETTA
53260,Loves Labours Lost,1.2.155,JAQUENETTA
53261,Loves Labours Lost,1.2.156,ADRIANO DE ARMADO
53262,Loves Labours Lost,1.2.157,JAQUENETTA
53263,Loves Labours Lost,1.2.158,JAQUENETTA
53264,Loves Labours Lost,1.2.159,ADRIANO DE ARMADO
53265,Loves Labours Lost,1.2.160,JAQUENETTA
53266,Loves Labours Lost,1.2.161,JAQUENETTA
53267,Loves Labours Lost,1.2.162,ADRIANO DE ARMADO
53268,Loves Labours Lost,1.2.163,JAQUENETTA
53269,Loves Labours Lost,1.2.164,JAQUENETTA
53270,Loves Labours Lost,1.2.165,ADRIANO DE ARMADO
53271,Loves Labours Lost,1.2.166,JAQUENETTA
53272,Loves Labours Lost,1.2.167,JAQUENETTA
53273,Loves Labours Lost,1.2.168,ADRIANO DE ARMADO
53274,Loves Labours Lost,1.2.169,JAQUENETTA
53275,Loves Labours Lost,1.2.170,DULL
53277,Loves Labours Lost,1.2.171,DULL
53278,Loves Labours Lost,1.2.172,ADRIANO DE ARMADO
53279,Loves Labours Lost,1.2.173,ADRIANO DE ARMADO
53280,Loves Labours Lost,1.2.174,COSTARD
53281,Loves Labours Lost,1.2.175,COSTARD
53282,Loves Labours Lost,1.2.176,COSTARD
53283,Loves Labours Lost,1.2.177,ADRIANO DE ARMADO
53284,Loves Labours Lost,1.2.178,COSTARD
53285,Loves Labours Lost,1.2.179,COSTARD
53286,Loves Labours Lost,1.2.180,COSTARD
53287,Loves Labours Lost,1.2.181,ADRIANO DE ARMADO
53288,Loves Labours Lost,1.2.182,MOTH
53289,Loves Labours Lost,1.2.183,COSTARD
53290,Loves Labours Lost,1.2.184,MOTH
53291,Loves Labours Lost,1.2.185,COSTARD
53292,Loves Labours Lost,1.2.186,COSTARD
53293,Loves Labours Lost,1.2.187,MOTH
53294,Loves Labours Lost,1.2.188,COSTARD
53295,Loves Labours Lost,1.2.189,COSTARD
53296,Loves Labours Lost,1.2.190,COSTARD
53297,Loves Labours Lost,1.2.191,COSTARD
53298,Loves Labours Lost,1.2.192,COSTARD
53300,Loves Labours Lost,1.2.193,COSTARD
53301,Loves Labours Lost,1.2.194,ADRIANO DE ARMADO
53302,Loves Labours Lost,1.2.195,ADRIANO DE ARMADO
53303,Loves Labours Lost,1.2.196,ADRIANO DE ARMADO
53304,Loves Labours Lost,1.2.197,ADRIANO DE ARMADO
53305,Loves Labours Lost,1.2.198,ADRIANO DE ARMADO
53306,Loves Labours Lost,1.2.199,ADRIANO DE ARMADO
53307,Loves Labours Lost,1.2.200,ADRIANO DE ARMADO
53308,Loves Labours Lost,1.2.201,ADRIANO DE ARMADO
53309,Loves Labours Lost,1.2.202,ADRIANO DE ARMADO
53310,Loves Labours Lost,1.2.203,ADRIANO DE ARMADO
53311,Loves Labours Lost,1.2.204,ADRIANO DE ARMADO
53312,Loves Labours Lost,1.2.205,ADRIANO DE ARMADO
53313,Loves Labours Lost,1.2.206,ADRIANO DE ARMADO
53314,Loves Labours Lost,1.2.207,ADRIANO DE ARMADO
53315,Loves Labours Lost,1.2.208,ADRIANO DE ARMADO
53316,Loves Labours Lost,1.2.209,ADRIANO DE ARMADO
53317,Loves Labours Lost,1.2.210,ADRIANO DE ARMADO
53318,Loves Labours Lost,1.2.211,ADRIANO DE ARMADO
53319,Loves Labours Lost,1.2.212,ADRIANO DE ARMADO
53321,Loves Labours Lost,1.2.213,ADRIANO DE ARMADO
53325,Loves Labours Lost,2.1.1,BOYET
53326,Loves Labours Lost,2.1.2,BOYET
53327,Loves Labours Lost,2.1.3,BOYET
53328,Loves Labours Lost,2.1.4,BOYET
53329,Loves Labours Lost,2.1.5,BOYET
53330,Loves Labours Lost,2.1.6,BOYET
53331,Loves Labours Lost,2.1.7,BOYET
53332,Loves Labours Lost,2.1.8,BOYET
53333,Loves Labours Lost,2.1.9,BOYET
53334,Loves Labours Lost,2.1.10,BOYET
53335,Loves Labours Lost,2.1.11,BOYET
53336,Loves Labours Lost,2.1.12,BOYET
53337,Loves Labours Lost,2.1.13,PRINCESS
53338,Loves Labours Lost,2.1.14,PRINCESS
53339,Loves Labours Lost,2.1.15,PRINCESS
53340,Loves Labours Lost,2.1.16,PRINCESS
53341,Loves Labours Lost,2.1.17,PRINCESS
53342,Loves Labours Lost,2.1.18,PRINCESS
53343,Loves Labours Lost,2.1.19,PRINCESS
53344,Loves Labours Lost,2.1.20,PRINCESS
53345,Loves Labours Lost,2.1.21,PRINCESS
53346,Loves Labours Lost,2.1.22,PRINCESS
53347,Loves Labours Lost,2.1.23,PRINCESS
53348,Loves Labours Lost,2.1.24,PRINCESS
53349,Loves Labours Lost,2.1.25,PRINCESS
53350,Loves Labours Lost,2.1.26,PRINCESS
53351,Loves Labours Lost,2.1.27,PRINCESS
53352,Loves Labours Lost,2.1.28,PRINCESS
53353,Loves Labours Lost,2.1.29,PRINCESS
53354,Loves Labours Lost,2.1.30,PRINCESS
53355,Loves Labours Lost,2.1.31,PRINCESS
53356,Loves Labours Lost,2.1.32,PRINCESS
53357,Loves Labours Lost,2.1.33,PRINCESS
53358,Loves Labours Lost,2.1.34,PRINCESS
53359,Loves Labours Lost,2.1.35,BOYET
53360,Loves Labours Lost,2.1.36,PRINCESS
53362,Loves Labours Lost,2.1.37,PRINCESS
53363,Loves Labours Lost,2.1.38,PRINCESS
53364,Loves Labours Lost,2.1.39,First Lord
53365,Loves Labours Lost,2.1.40,PRINCESS
53366,Loves Labours Lost,2.1.41,MARIA
53367,Loves Labours Lost,2.1.42,MARIA
53368,Loves Labours Lost,2.1.43,MARIA
53369,Loves Labours Lost,2.1.44,MARIA
53370,Loves Labours Lost,2.1.45,MARIA
53371,Loves Labours Lost,2.1.46,MARIA
53372,Loves Labours Lost,2.1.47,MARIA
53373,Loves Labours Lost,2.1.48,MARIA
53374,Loves Labours Lost,2.1.49,MARIA
53375,Loves Labours Lost,2.1.50,MARIA
53376,Loves Labours Lost,2.1.51,MARIA
53377,Loves Labours Lost,2.1.52,MARIA
53378,Loves Labours Lost,2.1.53,PRINCESS
53379,Loves Labours Lost,2.1.54,MARIA
53380,Loves Labours Lost,2.1.55,PRINCESS
53381,Loves Labours Lost,2.1.56,PRINCESS
53382,Loves Labours Lost,2.1.57,KATHARINE
53383,Loves Labours Lost,2.1.58,KATHARINE
53384,Loves Labours Lost,2.1.59,KATHARINE
53385,Loves Labours Lost,2.1.60,KATHARINE
53386,Loves Labours Lost,2.1.61,KATHARINE
53387,Loves Labours Lost,2.1.62,KATHARINE
53388,Loves Labours Lost,2.1.63,KATHARINE
53389,Loves Labours Lost,2.1.64,KATHARINE
53390,Loves Labours Lost,2.1.65,ROSALINE
53391,Loves Labours Lost,2.1.66,ROSALINE
53392,Loves Labours Lost,2.1.67,ROSALINE
53393,Loves Labours Lost,2.1.68,ROSALINE
53394,Loves Labours Lost,2.1.69,ROSALINE
53395,Loves Labours Lost,2.1.70,ROSALINE
53396,Loves Labours Lost,2.1.71,ROSALINE
53397,Loves Labours Lost,2.1.72,ROSALINE
53398,Loves Labours Lost,2.1.73,ROSALINE
53399,Loves Labours Lost,2.1.74,ROSALINE
53400,Loves Labours Lost,2.1.75,ROSALINE
53401,Loves Labours Lost,2.1.76,ROSALINE
53402,Loves Labours Lost,2.1.77,ROSALINE
53403,Loves Labours Lost,2.1.78,PRINCESS
53404,Loves Labours Lost,2.1.79,PRINCESS
53405,Loves Labours Lost,2.1.80,PRINCESS
53406,Loves Labours Lost,2.1.81,First Lord
53408,Loves Labours Lost,2.1.82,PRINCESS
53409,Loves Labours Lost,2.1.83,BOYET
53410,Loves Labours Lost,2.1.84,BOYET
53411,Loves Labours Lost,2.1.85,BOYET
53412,Loves Labours Lost,2.1.86,BOYET
53413,Loves Labours Lost,2.1.87,BOYET
53414,Loves Labours Lost,2.1.88,BOYET
53415,Loves Labours Lost,2.1.89,BOYET
53416,Loves Labours Lost,2.1.90,BOYET
53417,Loves Labours Lost,2.1.91,BOYET
53419,Loves Labours Lost,2.1.92,FERDINAND
53420,Loves Labours Lost,2.1.93,PRINCESS
53421,Loves Labours Lost,2.1.94,PRINCESS
53422,Loves Labours Lost,2.1.95,PRINCESS
53423,Loves Labours Lost,2.1.96,FERDINAND
53424,Loves Labours Lost,2.1.97,PRINCESS
53425,Loves Labours Lost,2.1.98,FERDINAND
53426,Loves Labours Lost,2.1.99,PRINCESS
53427,Loves Labours Lost,2.1.100,FERDINAND
53428,Loves Labours Lost,2.1.101,PRINCESS
53429,Loves Labours Lost,2.1.102,FERDINAND
53430,Loves Labours Lost,2.1.103,PRINCESS
53431,Loves Labours Lost,2.1.104,PRINCESS
53432,Loves Labours Lost,2.1.105,PRINCESS
53433,Loves Labours Lost,2.1.106,PRINCESS
53434,Loves Labours Lost,2.1.107,PRINCESS
53435,Loves Labours Lost,2.1.108,PRINCESS
53436,Loves Labours Lost,2.1.109,PRINCESS
53437,Loves Labours Lost,2.1.110,PRINCESS
53438,Loves Labours Lost,2.1.111,PRINCESS
53439,Loves Labours Lost,2.1.112,FERDINAND
53440,Loves Labours Lost,2.1.113,PRINCESS
53441,Loves Labours Lost,2.1.114,PRINCESS
53442,Loves Labours Lost,2.1.115,BIRON
53443,Loves Labours Lost,2.1.116,ROSALINE
53444,Loves Labours Lost,2.1.117,BIRON
53445,Loves Labours Lost,2.1.118,ROSALINE
53446,Loves Labours Lost,2.1.119,BIRON
53447,Loves Labours Lost,2.1.120,ROSALINE
53448,Loves Labours Lost,2.1.121,BIRON
53449,Loves Labours Lost,2.1.122,ROSALINE
53450,Loves Labours Lost,2.1.123,BIRON
53451,Loves Labours Lost,2.1.124,ROSALINE
53452,Loves Labours Lost,2.1.125,BIRON
53453,Loves Labours Lost,2.1.126,ROSALINE
53454,Loves Labours Lost,2.1.127,BIRON
53455,Loves Labours Lost,2.1.128,ROSALINE
53456,Loves Labours Lost,2.1.129,BIRON
53457,Loves Labours Lost,2.1.130,FERDINAND
53458,Loves Labours Lost,2.1.131,FERDINAND
53459,Loves Labours Lost,2.1.132,FERDINAND
53460,Loves Labours Lost,2.1.133,FERDINAND
53461,Loves Labours Lost,2.1.134,FERDINAND
53462,Loves Labours Lost,2.1.135,FERDINAND
53463,Loves Labours Lost,2.1.136,FERDINAND
53464,Loves Labours Lost,2.1.137,FERDINAND
53465,Loves Labours Lost,2.1.138,FERDINAND
53466,Loves Labours Lost,2.1.139,FERDINAND
53467,Loves Labours Lost,2.1.140,FERDINAND
53468,Loves Labours Lost,2.1.141,FERDINAND
53469,Loves Labours Lost,2.1.142,FERDINAND
53470,Loves Labours Lost,2.1.143,FERDINAND
53471,Loves Labours Lost,2.1.144,FERDINAND
53472,Loves Labours Lost,2.1.145,FERDINAND
53473,Loves Labours Lost,2.1.146,FERDINAND
53474,Loves Labours Lost,2.1.147,FERDINAND
53475,Loves Labours Lost,2.1.148,FERDINAND
53476,Loves Labours Lost,2.1.149,FERDINAND
53477,Loves Labours Lost,2.1.150,FERDINAND
53478,Loves Labours Lost,2.1.151,FERDINAND
53479,Loves Labours Lost,2.1.152,FERDINAND
53480,Loves Labours Lost,2.1.153,FERDINAND
53481,Loves Labours Lost,2.1.154,FERDINAND
53482,Loves Labours Lost,2.1.155,PRINCESS
53483,Loves Labours Lost,2.1.156,PRINCESS
53484,Loves Labours Lost,2.1.157,PRINCESS
53485,Loves Labours Lost,2.1.158,PRINCESS
53486,Loves Labours Lost,2.1.159,FERDINAND
53487,Loves Labours Lost,2.1.160,FERDINAND
53488,Loves Labours Lost,2.1.161,FERDINAND
53489,Loves Labours Lost,2.1.162,PRINCESS
53490,Loves Labours Lost,2.1.163,PRINCESS
53491,Loves Labours Lost,2.1.164,PRINCESS
53492,Loves Labours Lost,2.1.165,PRINCESS
53493,Loves Labours Lost,2.1.166,FERDINAND
53494,Loves Labours Lost,2.1.167,BOYET
53495,Loves Labours Lost,2.1.168,BOYET
53496,Loves Labours Lost,2.1.169,BOYET
53497,Loves Labours Lost,2.1.170,FERDINAND
53498,Loves Labours Lost,2.1.171,FERDINAND
53499,Loves Labours Lost,2.1.172,FERDINAND
53500,Loves Labours Lost,2.1.173,FERDINAND
53501,Loves Labours Lost,2.1.174,FERDINAND
53502,Loves Labours Lost,2.1.175,FERDINAND
53503,Loves Labours Lost,2.1.176,FERDINAND
53504,Loves Labours Lost,2.1.177,FERDINAND
53505,Loves Labours Lost,2.1.178,FERDINAND
