,Play,ActSceneLine,Player
31420,Cymbeline,4.4.46,ARVIRAGUS
31421,Cymbeline,4.4.47,ARVIRAGUS
31422,Cymbeline,4.4.48,ARVIRAGUS
31423,Cymbeline,4.4.49,ARVIRAGUS
31424,Cymbeline,4.4.50,ARVIRAGUS
31425,Cymbeline,4.4.51,ARVIRAGUS
31426,Cymbeline,4.4.52,GUIDERIUS
31427,Cymbeline,4.4.53,GUIDERIUS
31428,Cymbeline,4.4.54,GUIDERIUS
31429,Cymbeline,4.4.55,GUIDERIUS
31430,Cymbeline,4.4.56,GUIDERIUS
31431,Cymbeline,4.4.57,ARVIRAGUS
31432,Cymbeline,4.4.58,BELARIUS
31433,Cymbeline,4.4.59,BELARIUS
31434,Cymbeline,4.4.60,BELARIUS
31435,Cymbeline,4.4.61,BELARIUS
31436,Cymbeline,4.4.62,BELARIUS
31437,Cymbeline,4.4.63,BELARIUS
31439,Cymbeline,4.4.64,BELARIUS
31440,Cymbeline,4.4.65,BELARIUS
31441,Cymbeline,4.4.66,BELARIUS
31446,Cymbeline,5.1.1,POSTHUMUS LEONATUS
31447,Cymbeline,5.1.2,POSTHUMUS LEONATUS
31448,Cymbeline,5.1.3,POSTHUMUS LEONATUS
31449,Cymbeline,5.1.4,POSTHUMUS LEONATUS
31450,Cymbeline,5.1.5,POSTHUMUS LEONATUS
31451,Cymbeline,5.1.6,POSTHUMUS LEONATUS
31452,Cymbeline,5.1.7,POSTHUMUS LEONATUS
31453,Cymbeline,5.1.8,POSTHUMUS LEONATUS
31454,Cymbeline,5.1.9,POSTHUMUS LEONATUS
31455,Cymbeline,5.1.10,POSTHUMUS LEONATUS
31456,Cymbeline,5.1.11,POSTHUMUS LEONATUS
31457,Cymbeline,5.1.12,POSTHUMUS LEONATUS
31458,Cymbeline,5.1.13,POSTHUMUS LEONATUS
31459,Cymbeline,5.1.14,POSTHUMUS LEONATUS
31460,Cymbeline,5.1.15,POSTHUMUS LEONATUS
31461,Cymbeline,5.1.16,POSTHUMUS LEONATUS
31462,Cymbeline,5.1.17,POSTHUMUS LEONATUS
31463,Cymbeline,5.1.18,POSTHUMUS LEONATUS
31464,Cymbeline,5.1.19,POSTHUMUS LEONATUS
31465,Cymbeline,5.1.20,POSTHUMUS LEONATUS
31466,Cymbeline,5.1.21,POSTHUMUS LEONATUS
31467,Cymbeline,5.1.22,POSTHUMUS LEONATUS
31468,Cymbeline,5.1.23,POSTHUMUS LEONATUS
31469,Cymbeline,5.1.24,POSTHUMUS LEONATUS
31470,Cymbeline,5.1.25,POSTHUMUS LEONATUS
31471,Cymbeline,5.1.26,POSTHUMUS LEONATUS
31472,Cymbeline,5.1.27,POSTHUMUS LEONATUS
31473,Cymbeline,5.1.28,POSTHUMUS LEONATUS
31474,Cymbeline,5.1.29,POSTHUMUS LEONATUS
31475,Cymbeline,5.1.30,POSTHUMUS LEONATUS
31476,Cymbeline,5.1.31,POSTHUMUS LEONATUS
31477,Cymbeline,5.1.32,POSTHUMUS LEONATUS
31478,Cymbeline,5.1.33,POSTHUMUS LEONATUS
31482,Cymbeline,5.2.1,IACHIMO
31483,Cymbeline,5.2.2,IACHIMO
31484,Cymbeline,5.2.3,IACHIMO
31485,Cymbeline,5.2.4,IACHIMO
31486,Cymbeline,5.2.5,IACHIMO
31487,Cymbeline,5.2.6,IACHIMO
31488,Cymbeline,5.2.7,IACHIMO
31489,Cymbeline,5.2.8,IACHIMO
31490,Cymbeline,5.2.9,IACHIMO
31491,Cymbeline,5.2.10,IACHIMO
31494,Cymbeline,5.2.11,BELARIUS
31495,Cymbeline,5.2.12,BELARIUS
31496,Cymbeline,5.2.13,BELARIUS
31497,Cymbeline,5.2.14,ARVIRAGUS
31499,Cymbeline,5.2.15,CAIUS LUCIUS
31500,Cymbeline,5.2.16,CAIUS LUCIUS
31501,Cymbeline,5.2.17,CAIUS LUCIUS
31502,Cymbeline,5.2.18,IACHIMO
31503,Cymbeline,5.2.19,CAIUS LUCIUS
31504,Cymbeline,5.2.20,CAIUS LUCIUS
31508,Cymbeline,5.3.1,Lord
31509,Cymbeline,5.3.2,POSTHUMUS LEONATUS
31510,Cymbeline,5.3.3,POSTHUMUS LEONATUS
31511,Cymbeline,5.3.4,Lord
31512,Cymbeline,5.3.5,POSTHUMUS LEONATUS
31513,Cymbeline,5.3.6,POSTHUMUS LEONATUS
31514,Cymbeline,5.3.7,POSTHUMUS LEONATUS
31515,Cymbeline,5.3.8,POSTHUMUS LEONATUS
31516,Cymbeline,5.3.9,POSTHUMUS LEONATUS
31517,Cymbeline,5.3.10,POSTHUMUS LEONATUS
31518,Cymbeline,5.3.11,POSTHUMUS LEONATUS
31519,Cymbeline,5.3.12,POSTHUMUS LEONATUS
31520,Cymbeline,5.3.13,POSTHUMUS LEONATUS
31521,Cymbeline,5.3.14,POSTHUMUS LEONATUS
31522,Cymbeline,5.3.15,POSTHUMUS LEONATUS
31523,Cymbeline,5.3.16,Lord
31524,Cymbeline,5.3.17,POSTHUMUS LEONATUS
31525,Cymbeline,5.3.18,POSTHUMUS LEONATUS
31526,Cymbeline,5.3.19,POSTHUMUS LEONATUS
31527,Cymbeline,5.3.20,POSTHUMUS LEONATUS
31528,Cymbeline,5.3.21,POSTHUMUS LEONATUS
31529,Cymbeline,5.3.22,POSTHUMUS LEONATUS
31530,Cymbeline,5.3.23,POSTHUMUS LEONATUS
31531,Cymbeline,5.3.24,POSTHUMUS LEONATUS
31532,Cymbeline,5.3.25,POSTHUMUS LEONATUS
31533,Cymbeline,5.3.26,POSTHUMUS LEONATUS
31534,Cymbeline,5.3.27,POSTHUMUS LEONATUS
31535,Cymbeline,5.3.28,POSTHUMUS LEONATUS
31536,Cymbeline,5.3.29,POSTHUMUS LEONATUS
31537,Cymbeline,5.3.30,POSTHUMUS LEONATUS
31538,Cymbeline,5.3.31,POSTHUMUS LEONATUS
31539,Cymbeline,5.3.32,POSTHUMUS LEONATUS
31540,Cymbeline,5.3.33,POSTHUMUS LEONATUS
31541,Cymbeline,5.3.34,POSTHUMUS LEONATUS
31542,Cymbeline,5.3.35,POSTHUMUS LEONATUS
31543,Cymbeline,5.3.36,POSTHUMUS LEONATUS
31544,Cymbeline,5.3.37,POSTHUMUS LEONATUS
31545,Cymbeline,5.3.38,POSTHUMUS LEONATUS
31546,Cymbeline,5.3.39,POSTHUMUS LEONATUS
31547,Cymbeline,5.3.40,POSTHUMUS LEONATUS
31548,Cymbeline,5.3.41,POSTHUMUS LEONATUS
31549,Cymbeline,5.3.42,POSTHUMUS LEONATUS
31550,Cymbeline,5.3.43,POSTHUMUS LEONATUS
31551,Cymbeline,5.3.44,POSTHUMUS LEONATUS
31552,Cymbeline,5.3.45,POSTHUMUS LEONATUS
31553,Cymbeline,5.3.46,POSTHUMUS LEONATUS
31554,Cymbeline,5.3.47,POSTHUMUS LEONATUS
31555,Cymbeline,5.3.48,POSTHUMUS LEONATUS
31556,Cymbeline,5.3.49,POSTHUMUS LEONATUS
31557,Cymbeline,5.3.50,POSTHUMUS LEONATUS
31558,Cymbeline,5.3.51,POSTHUMUS LEONATUS
31559,Cymbeline,5.3.52,POSTHUMUS LEONATUS
31560,Cymbeline,5.3.53,POSTHUMUS LEONATUS
31561,Cymbeline,5.3.54,POSTHUMUS LEONATUS
31562,Cymbeline,5.3.55,POSTHUMUS LEONATUS
31563,Cymbeline,5.3.56,POSTHUMUS LEONATUS
31564,Cymbeline,5.3.57,Lord
31565,Cymbeline,5.3.58,Lord
31566,Cymbeline,5.3.59,POSTHUMUS LEONATUS
31567,Cymbeline,5.3.60,POSTHUMUS LEONATUS
31568,Cymbeline,5.3.61,POSTHUMUS LEONATUS
31569,Cymbeline,5.3.62,POSTHUMUS LEONATUS
31570,Cymbeline,5.3.63,POSTHUMUS LEONATUS
31571,Cymbeline,5.3.64,POSTHUMUS LEONATUS
31572,Cymbeline,5.3.65,Lord
31573,Cymbeline,5.3.66,POSTHUMUS LEONATUS
31574,Cymbeline,5.3.67,POSTHUMUS LEONATUS
31575,Cymbeline,5.3.68,POSTHUMUS LEONATUS
31576,Cymbeline,5.3.69,POSTHUMUS LEONATUS
31577,Cymbeline,5.3.70,POSTHUMUS LEONATUS
31578,Cymbeline,5.3.71,Lord
31579,Cymbeline,5.3.72,POSTHUMUS LEONATUS
31581,Cymbeline,5.3.73,POSTHUMUS LEONATUS
31582,Cymbeline,5.3.74,POSTHUMUS LEONATUS
31583,Cymbeline,5.3.75,POSTHUMUS LEONATUS
31584,Cymbeline,5.3.76,POSTHUMUS LEONATUS
31585,Cymbeline,5.3.77,POSTHUMUS LEONATUS
31586,Cymbeline,5.3.78,POSTHUMUS LEONATUS
31587,Cymbeline,5.3.79,POSTHUMUS LEONATUS
31588,Cymbeline,5.3.80,POSTHUMUS LEONATUS
31589,Cymbeline,5.3.81,POSTHUMUS LEONATUS
31590,Cymbeline,5.3.82,POSTHUMUS LEONATUS
31591,Cymbeline,5.3.83,POSTHUMUS LEONATUS
31592,Cymbeline,5.3.84,POSTHUMUS LEONATUS
31593,Cymbeline,5.3.85,POSTHUMUS LEONATUS
31594,Cymbeline,5.3.86,POSTHUMUS LEONATUS
31595,Cymbeline,5.3.87,POSTHUMUS LEONATUS
31596,Cymbeline,5.3.88,POSTHUMUS LEONATUS
31597,Cymbeline,5.3.89,POSTHUMUS LEONATUS
31598,Cymbeline,5.3.90,POSTHUMUS LEONATUS
31599,Cymbeline,5.3.91,POSTHUMUS LEONATUS
31600,Cymbeline,5.3.92,POSTHUMUS LEONATUS
31602,Cymbeline,5.3.93,First Captain
31603,Cymbeline,5.3.94,First Captain
31604,Cymbeline,5.3.95,Second Captain
31605,Cymbeline,5.3.96,Second Captain
31606,Cymbeline,5.3.97,First Captain
31607,Cymbeline,5.3.98,First Captain
31608,Cymbeline,5.3.99,POSTHUMUS LEONATUS
31609,Cymbeline,5.3.100,POSTHUMUS LEONATUS
31610,Cymbeline,5.3.101,POSTHUMUS LEONATUS
31611,Cymbeline,5.3.102,Second Captain
31612,Cymbeline,5.3.103,Second Captain
31613,Cymbeline,5.3.104,Second Captain
31614,Cymbeline,5.3.105,Second Captain
31615,Cymbeline,5.3.106,Second Captain
31619,Cymbeline,5.4.1,First Gaoler
31620,Cymbeline,5.4.2,First Gaoler
31621,Cymbeline,5.4.3,Second Gaoler
31623,Cymbeline,5.4.4,POSTHUMUS LEONATUS
31624,Cymbeline,5.4.5,POSTHUMUS LEONATUS
31625,Cymbeline,5.4.6,POSTHUMUS LEONATUS
31626,Cymbeline,5.4.7,POSTHUMUS LEONATUS
31627,Cymbeline,5.4.8,POSTHUMUS LEONATUS
31628,Cymbeline,5.4.9,POSTHUMUS LEONATUS
31629,Cymbeline,5.4.10,POSTHUMUS LEONATUS
31630,Cymbeline,5.4.11,POSTHUMUS LEONATUS
31631,Cymbeline,5.4.12,POSTHUMUS LEONATUS
31632,Cymbeline,5.4.13,POSTHUMUS LEONATUS
31633,Cymbeline,5.4.14,POSTHUMUS LEONATUS
31634,Cymbeline,5.4.15,POSTHUMUS LEONATUS
31635,Cymbeline,5.4.16,POSTHUMUS LEONATUS
31636,Cymbeline,5.4.17,POSTHUMUS LEONATUS
31637,Cymbeline,5.4.18,POSTHUMUS LEONATUS
31638,Cymbeline,5.4.19,POSTHUMUS LEONATUS
31639,Cymbeline,5.4.20,POSTHUMUS LEONATUS
31640,Cymbeline,5.4.21,POSTHUMUS LEONATUS
31641,Cymbeline,5.4.22,POSTHUMUS LEONATUS
31642,Cymbeline,5.4.23,POSTHUMUS LEONATUS
31643,Cymbeline,5.4.24,POSTHUMUS LEONATUS
31644,Cymbeline,5.4.25,POSTHUMUS LEONATUS
31645,Cymbeline,5.4.26,POSTHUMUS LEONATUS
31646,Cymbeline,5.4.27,POSTHUMUS LEONATUS
31647,Cymbeline,5.4.28,POSTHUMUS LEONATUS
31648,Cymbeline,5.4.29,POSTHUMUS LEONATUS
31649,Cymbeline,5.4.30,POSTHUMUS LEONATUS
31652,Cymbeline,5.4.31,Sicilius Leonatus
31653,Cymbeline,5.4.32,Sicilius Leonatus
31654,Cymbeline,5.4.33,Sicilius Leonatus
31655,Cymbeline,5.4.34,Sicilius Leonatus
31656,Cymbeline,5.4.35,Sicilius Leonatus
31657,Cymbeline,5.4.36,Sicilius Leonatus
31658,Cymbeline,5.4.37,Sicilius Leonatus
31659,Cymbeline,5.4.38,Sicilius Leonatus
31660,Cymbeline,5.4.39,Sicilius Leonatus
31661,Cymbeline,5.4.40,Sicilius Leonatus
31662,Cymbeline,5.4.41,Sicilius Leonatus
31663,Cymbeline,5.4.42,Sicilius Leonatus
31664,Cymbeline,5.4.43,Sicilius Leonatus
31665,Cymbeline,5.4.44,Mother
31666,Cymbeline,5.4.45,Mother
31667,Cymbeline,5.4.46,Mother
31668,Cymbeline,5.4.47,Mother
31669,Cymbeline,5.4.48,Mother
31670,Cymbeline,5.4.49,Sicilius Leonatus
31671,Cymbeline,5.4.50,Sicilius Leonatus
31672,Cymbeline,5.4.51,Sicilius Leonatus
31673,Cymbeline,5.4.52,Sicilius Leonatus
31674,Cymbeline,5.4.53,First Brother
31675,Cymbeline,5.4.54,First Brother
31676,Cymbeline,5.4.55,First Brother
31677,Cymbeline,5.4.56,First Brother
31678,Cymbeline,5.4.57,First Brother
31679,Cymbeline,5.4.58,First Brother
31680,Cymbeline,5.4.59,Mother
31681,Cymbeline,5.4.60,Mother
31682,Cymbeline,5.4.61,Mother
31683,Cymbeline,5.4.62,Mother
31684,Cymbeline,5.4.63,Mother
31685,Cymbeline,5.4.64,Sicilius Leonatus
31686,Cymbeline,5.4.65,Sicilius Leonatus
31687,Cymbeline,5.4.66,Sicilius Leonatus
31688,Cymbeline,5.4.67,Sicilius Leonatus
31689,Cymbeline,5.4.68,Sicilius Leonatus
31690,Cymbeline,5.4.69,Sicilius Leonatus
31691,Cymbeline,5.4.70,Second Brother
31692,Cymbeline,5.4.71,Second Brother
31693,Cymbeline,5.4.72,Second Brother
31694,Cymbeline,5.4.73,Second Brother
31695,Cymbeline,5.4.74,Second Brother
31696,Cymbeline,5.4.75,Second Brother
31697,Cymbeline,5.4.76,First Brother
31698,Cymbeline,5.4.77,First Brother
31699,Cymbeline,5.4.78,First Brother
31700,Cymbeline,5.4.79,First Brother
31701,Cymbeline,5.4.80,First Brother
31702,Cymbeline,5.4.81,First Brother
31703,Cymbeline,5.4.82,Sicilius Leonatus
31704,Cymbeline,5.4.83,Sicilius Leonatus
31705,Cymbeline,5.4.84,Sicilius Leonatus
31706,Cymbeline,5.4.85,Sicilius Leonatus
31707,Cymbeline,5.4.86,Mother
31708,Cymbeline,5.4.87,Mother
31709,Cymbeline,5.4.88,Sicilius Leonatus
31710,Cymbeline,5.4.89,Sicilius Leonatus
31711,Cymbeline,5.4.90,Sicilius Leonatus
31712,Cymbeline,5.4.91,Sicilius Leonatus
31713,Cymbeline,5.4.92,Second Brother
31714,Cymbeline,5.4.93,Second Brother
31716,Cymbeline,5.4.94,Jupiter
31717,Cymbeline,5.4.95,Jupiter
31718,Cymbeline,5.4.96,Jupiter
31719,Cymbeline,5.4.97,Jupiter
31720,Cymbeline,5.4.98,Jupiter
31721,Cymbeline,5.4.99,Jupiter
31722,Cymbeline,5.4.100,Jupiter
31723,Cymbeline,5.4.101,Jupiter
31724,Cymbeline,5.4.102,Jupiter
31725,Cymbeline,5.4.103,Jupiter
31726,Cymbeline,5.4.104,Jupiter
31727,Cymbeline,5.4.105,Jupiter
31728,Cymbeline,5.4.106,Jupiter
31729,Cymbeline,5.4.107,Jupiter
31730,Cymbeline,5.4.108,Jupiter
31731,Cymbeline,5.4.109,Jupiter
31732,Cymbeline,5.4.110,Jupiter
31733,Cymbeline,5.4.111,Jupiter
31734,Cymbeline,5.4.112,Jupiter
31735,Cymbeline,5.4.113,Jupiter
31736,Cymbeline,5.4.114,Jupiter
31738,Cymbeline,5.4.115,Sicilius Leonatus
31739,Cymbeline,5.4.116,Sicilius Leonatus
31740,Cymbeline,5.4.117,Sicilius Leonatus
31741,Cymbeline,5.4.118,Sicilius Leonatus
31742,Cymbeline,5.4.119,Sicilius Leonatus
31743,Cymbeline,5.4.120,Sicilius Leonatus
31744,Cymbeline,5.4.121,All
31745,Cymbeline,5.4.122,Sicilius Leonatus
31746,Cymbeline,5.4.123,Sicilius Leonatus
31747,Cymbeline,5.4.124,Sicilius Leonatus
31749,Cymbeline,5.4.125,Posthumus Leonatus
31750,Cymbeline,5.4.126,Posthumus Leonatus
31751,Cymbeline,5.4.127,Posthumus Leonatus
31752,Cymbeline,5.4.128,Posthumus Leonatus
31753,Cymbeline,5.4.129,Posthumus Leonatus
31754,Cymbeline,5.4.130,Posthumus Leonatus
31755,Cymbeline,5.4.131,Posthumus Leonatus
31756,Cymbeline,5.4.132,Posthumus Leonatus
31757,Cymbeline,5.4.133,Posthumus Leonatus
31758,Cymbeline,5.4.134,Posthumus Leonatus
31759,Cymbeline,5.4.135,Posthumus Leonatus
31760,Cymbeline,5.4.136,Posthumus Leonatus
31761,Cymbeline,5.4.137,Posthumus Leonatus
31762,Cymbeline,5.4.138,Posthumus Leonatus
31763,Cymbeline,5.4.139,Posthumus Leonatus
31765,Cymbeline,5.4.140,Posthumus Leonatus
31766,Cymbeline,5.4.141,Posthumus Leonatus
31767,Cymbeline,5.4.142,Posthumus Leonatus
31768,Cymbeline,5.4.143,Posthumus Leonatus
31769,Cymbeline,5.4.144,Posthumus Leonatus
31770,Cymbeline,5.4.145,Posthumus Leonatus
31771,Cymbeline,5.4.146,Posthumus Leonatus
31772,Cymbeline,5.4.147,Posthumus Leonatus
31773,Cymbeline,5.4.148,Posthumus Leonatus
31774,Cymbeline,5.4.149,Posthumus Leonatus
31775,Cymbeline,5.4.150,Posthumus Leonatus
31776,Cymbeline,5.4.151,Posthumus Leonatus
31777,Cymbeline,5.4.152,Posthumus Leonatus
31779,Cymbeline,5.4.153,First Gaoler
31780,Cymbeline,5.4.154,POSTHUMUS LEONATUS
31781,Cymbeline,5.4.155,First Gaoler
31782,Cymbeline,5.4.156,First Gaoler
31783,Cymbeline,5.4.157,POSTHUMUS LEONATUS
31784,Cymbeline,5.4.158,POSTHUMUS LEONATUS
31785,Cymbeline,5.4.159,First Gaoler
31786,Cymbeline,5.4.160,First Gaoler
31787,Cymbeline,5.4.161,First Gaoler
31788,Cymbeline,5.4.162,First Gaoler
31789,Cymbeline,5.4.163,First Gaoler
31790,Cymbeline,5.4.164,First Gaoler
31791,Cymbeline,5.4.165,First Gaoler
31792,Cymbeline,5.4.166,First Gaoler
31793,Cymbeline,5.4.167,First Gaoler
31794,Cymbeline,5.4.168,First Gaoler
31795,Cymbeline,5.4.169,First Gaoler
31796,Cymbeline,5.4.170,First Gaoler
31797,Cymbeline,5.4.171,First Gaoler
31798,Cymbeline,5.4.172,First Gaoler
31799,Cymbeline,5.4.173,First Gaoler
31800,Cymbeline,5.4.174,POSTHUMUS LEONATUS
31801,Cymbeline,5.4.175,First Gaoler
31802,Cymbeline,5.4.176,First Gaoler
31803,Cymbeline,5.4.177,First Gaoler
31804,Cymbeline,5.4.178,First Gaoler
31805,Cymbeline,5.4.179,First Gaoler
31806,Cymbeline,5.4.180,POSTHUMUS LEONATUS
31807,Cymbeline,5.4.181,First Gaoler
31808,Cymbeline,5.4.182,First Gaoler
31809,Cymbeline,5.4.183,First Gaoler
31810,Cymbeline,5.4.184,First Gaoler
31811,Cymbeline,5.4.185,First Gaoler
31812,Cymbeline,5.4.186,First Gaoler
31813,Cymbeline,5.4.187,First Gaoler
31814,Cymbeline,5.4.188,POSTHUMUS LEONATUS
31815,Cymbeline,5.4.189,POSTHUMUS LEONATUS
31816,Cymbeline,5.4.190,POSTHUMUS LEONATUS
31817,Cymbeline,5.4.191,First Gaoler
31818,Cymbeline,5.4.192,First Gaoler
31819,Cymbeline,5.4.193,First Gaoler
31821,Cymbeline,5.4.194,Messenger
31822,Cymbeline,5.4.195,POSTHUMUS LEONATUS
31823,Cymbeline,5.4.196,First Gaoler
31824,Cymbeline,5.4.197,POSTHUMUS LEONATUS
31826,Cymbeline,5.4.198,First Gaoler
31827,Cymbeline,5.4.199,First Gaoler
31828,Cymbeline,5.4.200,First Gaoler
31829,Cymbeline,5.4.201,First Gaoler
31830,Cymbeline,5.4.202,First Gaoler
31831,Cymbeline,5.4.203,First Gaoler
31832,Cymbeline,5.4.204,First Gaoler
31833,Cymbeline,5.4.205,First Gaoler
31834,Cymbeline,5.4.206,First Gaoler
31838,Cymbeline,5.5.1,CYMBELINE
31839,Cymbeline,5.5.2,CYMBELINE
31840,Cymbeline,5.5.3,CYMBELINE
31841,Cymbeline,5.5.4,CYMBELINE
31842,Cymbeline,5.5.5,CYMBELINE
31843,Cymbeline,5.5.6,CYMBELINE
31844,Cymbeline,5.5.7,CYMBELINE
31845,Cymbeline,5.5.8,BELARIUS
31846,Cymbeline,5.5.9,BELARIUS
31847,Cymbeline,5.5.10,BELARIUS
31848,Cymbeline,5.5.11,BELARIUS
31849,Cymbeline,5.5.12,CYMBELINE
31850,Cymbeline,5.5.13,PISANIO
31851,Cymbeline,5.5.14,PISANIO
31852,Cymbeline,5.5.15,CYMBELINE
31853,Cymbeline,5.5.16,CYMBELINE
31855,Cymbeline,5.5.17,CYMBELINE
31856,Cymbeline,5.5.18,CYMBELINE
31857,Cymbeline,5.5.19,CYMBELINE
31858,Cymbeline,5.5.20,CYMBELINE
31859,Cymbeline,5.5.21,BELARIUS
31860,Cymbeline,5.5.22,BELARIUS
31861,Cymbeline,5.5.23,BELARIUS
31862,Cymbeline,5.5.24,BELARIUS
31863,Cymbeline,5.5.25,CYMBELINE
31864,Cymbeline,5.5.26,CYMBELINE
31865,Cymbeline,5.5.27,CYMBELINE
31866,Cymbeline,5.5.28,CYMBELINE
31868,Cymbeline,5.5.29,CYMBELINE
31869,Cymbeline,5.5.30,CYMBELINE
31870,Cymbeline,5.5.31,CYMBELINE
31871,Cymbeline,5.5.32,CORNELIUS
31872,Cymbeline,5.5.33,CORNELIUS
31873,Cymbeline,5.5.34,CORNELIUS
31874,Cymbeline,5.5.35,CYMBELINE
31875,Cymbeline,5.5.36,CYMBELINE
31876,Cymbeline,5.5.37,CYMBELINE
31877,Cymbeline,5.5.38,CYMBELINE
31878,Cymbeline,5.5.39,CORNELIUS
31879,Cymbeline,5.5.40,CORNELIUS
31880,Cymbeline,5.5.41,CORNELIUS
31881,Cymbeline,5.5.42,CORNELIUS
31882,Cymbeline,5.5.43,CORNELIUS
31883,Cymbeline,5.5.44,CORNELIUS
31884,Cymbeline,5.5.45,CYMBELINE
31885,Cymbeline,5.5.46,CORNELIUS
31886,Cymbeline,5.5.47,CORNELIUS
31887,Cymbeline,5.5.48,CORNELIUS
31888,Cymbeline,5.5.49,CORNELIUS
31889,Cymbeline,5.5.50,CYMBELINE
31890,Cymbeline,5.5.51,CYMBELINE
31891,Cymbeline,5.5.52,CYMBELINE
31892,Cymbeline,5.5.53,CORNELIUS
31893,Cymbeline,5.5.54,CORNELIUS
31894,Cymbeline,5.5.55,CORNELIUS
31895,Cymbeline,5.5.56,CORNELIUS
31896,Cymbeline,5.5.57,CORNELIUS
31897,Cymbeline,5.5.58,CYMBELINE
31898,Cymbeline,5.5.59,CYMBELINE
31899,Cymbeline,5.5.60,CORNELIUS
31900,Cymbeline,5.5.61,CORNELIUS
31901,Cymbeline,5.5.62,CORNELIUS
31902,Cymbeline,5.5.63,CORNELIUS
31903,Cymbeline,5.5.64,CORNELIUS
31904,Cymbeline,5.5.65,CORNELIUS
31905,Cymbeline,5.5.66,CORNELIUS
31906,Cymbeline,5.5.67,CORNELIUS
31907,Cymbeline,5.5.68,CORNELIUS
31908,Cymbeline,5.5.69,CORNELIUS
31909,Cymbeline,5.5.70,CORNELIUS
31910,Cymbeline,5.5.71,CORNELIUS
31911,Cymbeline,5.5.72,CORNELIUS
31912,Cymbeline,5.5.73,CYMBELINE
31913,Cymbeline,5.5.74,First Lady
31914,Cymbeline,5.5.75,CYMBELINE
31915,Cymbeline,5.5.76,CYMBELINE
31916,Cymbeline,5.5.77,CYMBELINE
31917,Cymbeline,5.5.78,CYMBELINE
31918,Cymbeline,5.5.79,CYMBELINE
31919,Cymbeline,5.5.80,CYMBELINE
31920,Cymbeline,5.5.81,CYMBELINE
31921,Cymbeline,5.5.82,CYMBELINE
31923,Cymbeline,5.5.83,CYMBELINE
31924,Cymbeline,5.5.84,CYMBELINE
31925,Cymbeline,5.5.85,CYMBELINE
31926,Cymbeline,5.5.86,CYMBELINE
31927,Cymbeline,5.5.87,CYMBELINE
31928,Cymbeline,5.5.88,CYMBELINE
31929,Cymbeline,5.5.89,CAIUS LUCIUS
31930,Cymbeline,5.5.90,CAIUS LUCIUS
31931,Cymbeline,5.5.91,CAIUS LUCIUS
31932,Cymbeline,5.5.92,CAIUS LUCIUS
31933,Cymbeline,5.5.93,CAIUS LUCIUS
31934,Cymbeline,5.5.94,CAIUS LUCIUS
31935,Cymbeline,5.5.95,CAIUS LUCIUS
31936,Cymbeline,5.5.96,CAIUS LUCIUS
31937,Cymbeline,5.5.97,CAIUS LUCIUS
31938,Cymbeline,5.5.98,CAIUS LUCIUS
31939,Cymbeline,5.5.99,CAIUS LUCIUS
31940,Cymbeline,5.5.100,CAIUS LUCIUS
31941,Cymbeline,5.5.101,CAIUS LUCIUS
31942,Cymbeline,5.5.102,CAIUS LUCIUS
31943,Cymbeline,5.5.103,CAIUS LUCIUS
31944,Cymbeline,5.5.104,CAIUS LUCIUS
31945,Cymbeline,5.5.105,CAIUS LUCIUS
31946,Cymbeline,5.5.106,CAIUS LUCIUS
31947,Cymbeline,5.5.107,CAIUS LUCIUS
31948,Cymbeline,5.5.108,CYMBELINE
31949,Cymbeline,5.5.109,CYMBELINE
31950,Cymbeline,5.5.110,CYMBELINE
31951,Cymbeline,5.5.111,CYMBELINE
31952,Cymbeline,5.5.112,CYMBELINE
31953,Cymbeline,5.5.113,CYMBELINE
31954,Cymbeline,5.5.114,CYMBELINE
31955,Cymbeline,5.5.115,CYMBELINE
31956,Cymbeline,5.5.116,CYMBELINE
31957,Cymbeline,5.5.117,IMOGEN
31958,Cymbeline,5.5.118,CAIUS LUCIUS
31959,Cymbeline,5.5.119,CAIUS LUCIUS
31960,Cymbeline,5.5.120,IMOGEN
31961,Cymbeline,5.5.121,IMOGEN
31962,Cymbeline,5.5.122,IMOGEN
31963,Cymbeline,5.5.123,IMOGEN
31964,Cymbeline,5.5.124,CAIUS LUCIUS
31965,Cymbeline,5.5.125,CAIUS LUCIUS
31966,Cymbeline,5.5.126,CAIUS LUCIUS
31967,Cymbeline,5.5.127,CAIUS LUCIUS
31968,Cymbeline,5.5.128,CYMBELINE
31969,Cymbeline,5.5.129,CYMBELINE
31970,Cymbeline,5.5.130,CYMBELINE
31971,Cymbeline,5.5.131,CYMBELINE
31972,Cymbeline,5.5.132,IMOGEN
31973,Cymbeline,5.5.133,IMOGEN
31974,Cymbeline,5.5.134,IMOGEN
31975,Cymbeline,5.5.135,CYMBELINE
31976,Cymbeline,5.5.136,IMOGEN
31977,Cymbeline,5.5.137,IMOGEN
31978,Cymbeline,5.5.138,CYMBELINE
31979,Cymbeline,5.5.139,CYMBELINE
31980,Cymbeline,5.5.140,IMOGEN
31981,Cymbeline,5.5.141,CYMBELINE
31982,Cymbeline,5.5.142,CYMBELINE
31984,Cymbeline,5.5.143,BELARIUS
31985,Cymbeline,5.5.144,ARVIRAGUS
31986,Cymbeline,5.5.145,ARVIRAGUS
31987,Cymbeline,5.5.146,ARVIRAGUS
31988,Cymbeline,5.5.147,GUIDERIUS
31989,Cymbeline,5.5.148,BELARIUS
